Licence Num,Licensee,Trading As,Category,Trading Hours,After 11 pm,Suburb,Latitude,Longitude,Postal Address,Postal Suburb,Postal Postcode,Council,Region,Metro/Regional,Gaming,geom,geom_suburb
32285664,DEUSY DOO PTY LTD,DEUSY DOO,On-Premises Licence,Ordinary trading hours,Trading to 11PM,BLACK ROCK,-37.976062799999994,145.0164665,PO BOX 367,ELSTERNWICK,3185,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.0164665 -37.9760628),Bayside  - South
32277718,LONG STORY SHORT CAFE PTY LTD,LONG STORY SHORT CAFE,On-Premises Licence,Ordinary trading hours,Trading to 11PM,PORT MELBOURNE,-37.83463354,144.94803269999997,40 CROCKFORD STREET,PORT MELBOURNE,3207,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9480327 -37.83463354),Port Phillip - West
32278073,TWIN ELEPHANTS PTY LTD,WILD RICE,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,WILLIAMSTOWN,-37.8594804,144.9008304,SHOP 18 11-19 FERGUSON STREET,WILLIAMSTOWN,3016,HOBSONS BAY CITY COUNCIL,Metro West,Metro,N,POINT (144.9008304 -37.8594804),Hobsons Bay - Williamstown
32278162,TANDOORI DEN CAMBERWELL PTY LTD,TANDOORI DEN CAMBERWELL,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,CAMBERWELL,-37.831938,145.057725,261-263 CAMBERWELL ROAD,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.057725 -37.831938),Boroondara  - Camberwell S.
32278235,BASILICO ALBERT PARK PTY LTD,BASILICO,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,ALBERT PARK,-37.84088281,144.95427450000003,180 BRIDPORT STREET,ALBERT PARK,3206,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9542745 -37.84088281),Port Phillip - West
32278243,KAR LEE & CO PTY LTD,NIKO NIKO,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,CHADSTONE,-37.874988,145.091941,639-641 WARRIGAL ROAD,CHADSTONE,3150,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.091941 -37.874988),Monash - Waverley West
32278308,PENINSULA PIG PTY LTD,HOGS BREATH CAFE (KARINGAL),Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,FRANKSTON,-38.154536,145.166316,"TENANCY 4, KARINGAL HUB S/CENTRE STARZONE ENTERTAINMENT PRECINCT",FRANKSTON,3199,FRANKSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.166316 -38.154536),Frankston - West
32278340,GP DINGLEY PTY LTD,GENERAL PUBLIC,On-Premises Licence,Trading to 1am,Trading to 1AM,DINGLEY VILLAGE,-37.97433879,145.1121158,366 BOUNDARY ROAD,DINGLEY VILLAGE,3172,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.1121158 -37.97433879),Kingston - North
32278641,TRY AUSTRALIA SUPPORT SERVICES PTY LTD,MEGABINGO,On-Premises Licence,Ordinary trading hours,Trading to 11PM,CLAYTON,-37.93081,145.122311,UNIT 18 14-26 AUDSLEY STREET,CLAYTON,3168,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.122311 -37.93081),Kingston - North
32278879,ROYAL AUTOMOBILE CLUB OF VICTORIA (RACV) LIMITED,ROYAL AUTOMOBILE CLUB OF VICTORIA,On-Premises Licence,Trading to 1am,Trading to 1AM,MELBOURNE,-37.815572499999995,144.9593641,7/485 BOURKE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9593641 -37.8155725),Melbourne - Inner
32278887,S. ROSA PTY LTD,CRINITIS SOUTHERN ITALIAN CUISINE,Late night (on-premises) Licence,Trading to 3am,Trading to 3AM,SOUTHBANK,-37.82153375,144.96247138,DOMINIC CRINITI 28 POTTS STREET,RYDE,2112,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.96247138 -37.82153375),Melbourne - Southbank - Docklands
32278992,PALLADIUM STATE PTY LTD,SISTER OF SOCIETY,Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,PRAHRAN,-37.84994748,144.9938289,3/32 BURNS STREET,MAIDSTONE,3012,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.9938289 -37.84994748),Stonnington - Prahran
32279061,BABA SHER SHAH WALI PTY LTD,TAJ INDIAN CUISINE,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MALVERN,-37.852883,145.03824,1294 MALVERN ROAD,MALVERN,3144,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.03824 -37.852883),Stonnington - Malvern
32279176,NAVEEN NAVEEN KUMAR,KING CURRY INDIAN RESTAURANT,On-Premises Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.81992588,144.9576368,27C WENTWORTH DRIVE,TAYLORS LAKES,3038,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9576368 -37.81992588),Melbourne - Inner
32279273,KORLOFF PTY LTD,THE STATION STREET CAFE AND WINE BAR,On-Premises Licence,Ordinary trading hours,Trading to 11PM,NUNAWADING,-37.820702000000004,145.176763,8 HILTON STREET,MOUNT WAVERLEY,3149,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.176763 -37.820702),Whitehorse - Nunawading E.
32279312,CILANTRO THAI KITCHEN PTY LTD,CILANTRO THAI KITCHEN,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,BAYSWATER,-37.84084073,145.26538390000002,723 MOUNTAIN HIGHWAY,BAYSWATER,3153,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.2653839 -37.84084073),Knox - North-East
32279388,MAXMIZS PTY LTD,MOSHI MOSHI,On-Premises Licence,Ordinary trading hours,Trading to 11PM,PORT MELBOURNE,-37.841122999999996,144.939665,79 BAY STREET,PORT MELBOURNE,3207,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.939665 -37.841123),Port Phillip - West
32279558,AHRANG PTY LTD,ORIENTAL SPOON,Restaurant and cafe Licence,Trading to 4am,Trading to 4AM,MELBOURNE,-37.80999858,144.9614884,254 LATROBE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9614884 -37.80999858),Port Phillip - West
32279574,PURE LIGHTENING PTY LTD,LA DI DA FOOD & BEVERAGE,Late night (on-premises) Licence,Trading to 5am,Trading to 5AM,MELBOURNE,-37.815494,144.955605,"TENANCY G8/G9, BOURKE PLACE LITTLE BOURKE",MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.955605 -37.815494),Melbourne - Inner
32279728,209 INVESTMENT PTY LTD,SAM SAM CHICKEN,Restaurant and cafe Licence,Trading to 3am,Trading to 3AM,MELBOURNE,-37.812899200000004,144.96506630000002,209 SWANSTON STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9650663 -37.8128992),Melbourne - Inner
32279809,ABREAU JOSE ABEL,CLAY OVEN CAFE & PIZZERIA RESTAURANT,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,GREENSBOROUGH,-37.698025,145.116348,19 GREENHILL ROAD,GREENSBOROUGH,3088,BANYULE CITY COUNCIL,Metro North,Metro,N,POINT (145.116348 -37.698025),Banyule - North
32279825,STORM RUNNER PTY LTD,WISE GUYS PIZZA & PASTA,On-Premises Licence,Ordinary trading hours,Trading to 11PM,SOUTH MELBOURNE,-37.83334,144.967299,PO BOX 1162,HAWKSBURN,3142,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.967299 -37.83334),Port Phillip - West
32279833,SABOR MEXICANO PTY LTD,EL SABOR,Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,NORTH MELBOURNE,-37.804981,144.94966599999998,500 VICTORIA STREET,NORTH MELBOURNE,3051,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.949666 -37.804981),Port Phillip - West
32279883,NEWMARKET CAFE PTY LTD,NEWMARKET CAFE,On-Premises Licence,Trading to 1am,Trading to 1AM,CROYDON,-37.795026,145.279745,2/71 WICKLOW AVENUE,CROYDON,3136,MAROONDAH CITY COUNCIL,Metro East,Metro,N,POINT (145.279745 -37.795026),Maroondah - Croydon
32280240,KAKOS NAZDAR,BLU POINT CAFE,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.8083906,144.9663555,336 RUSSELL STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9663555 -37.8083906),Port Phillip - West
32280339,STRIKE AUSTRALIA PTY LTD,STRIKE MELBOURNE CENTRAL,Late night (on-premises) Licence,Trading to 3am,Trading to 3AM,MELBOURNE,-37.81170035,144.9634863,90-94 NICHOLSON STREET,ABBOTSFORD,3067,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9634863 -37.81170035),Melbourne - Inner
32280410,CHOPPER SQUAD PTY LTD,BAR AMERICANO,On-Premises Licence,Trading to 1am,Trading to 1AM,MELBOURNE,-37.81478393,144.9655812,20 PRESGRAVE PLACE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9655812 -37.81478393),Melbourne - Inner
32280428,SHIN DONGJIN,MANOW,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MORDIALLOC,-38.005528000000005,145.08607800000001,463 MAIN STREET,MORDIALLOC,3195,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.086078 -38.005528),Kingston - North
32280478,44 LITTLE BOURKE ST PTY LTD,LONGRAIN MELBOURNE,Restaurant and cafe Licence,Trading to 3am,Trading to 3AM,MELBOURNE,-37.81066226,144.9712162,2 ACLAND STREET,ST KILDA,3182,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9712162 -37.81066226),Melbourne - Inner
32280486,FATTORINI PTY LTD,AFFOGATO,On-Premises Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.814004,144.961264,29 HARDWARE LANE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.961264 -37.814004),Melbourne - Inner
32280567,GRILL'D PTY LTD,GRILL'D,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.815435,144.971224,LEVEL 2 4 - 10 AMSTERDAM STREET,RICHMOND,3121,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.971224 -37.815435),Melbourne - Inner
32280818,DIXON HOTELS OPERATIONS PTY LTD,WORLD BAR & RESTAURANT,Late night (on-premises) Licence,Trading to 3am,Trading to 3AM,SOUTHBANK,-37.82133955,144.9632895,LEVEL 3 616 ST KILDA ROAD,MELBOURNE,3004,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9632895 -37.82133955),Melbourne - Southbank - Docklands
32280981,FLAMINGO PINK PTY LTD,IMIX CLUB,Late night (on-premises) Licence,Trading to 3am,Trading to 3AM,MELBOURNE,-37.809028999999995,144.963287,504/1A LAUNDER STREET,HAWTHORN,3122,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.963287 -37.809029),Port Phillip - West
32281199,MYLONPOULOS PAUL,PLAKA GREEK TAVERN,On-Premises Licence,Ordinary trading hours,Trading to 11PM,EAST IVANHOE,-37.773043,145.05981200000002,262 LOWER HEIDELBERG ROAD,EAST IVANHOE,3079,BANYULE CITY COUNCIL,Metro North,Metro,N,POINT (145.059812 -37.773043),Banyule - Heidelberg
32281301,JAMERA PTY LTD,THE LAKE RESTAURANT CAFE,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,PATTERSON LAKES,-38.06751,145.14453600000002,"LAKEVIEW SHOPPING CENTRE, SHOP 20 102-114 GLADESVILLE BOULEVARD",PATTERSON LAKES,3197,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.144536 -38.06751),Kingston - South
32281319,XH & CO. PTY LTD,CAFFE BACINO ON BURKE,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,KEW,-37.801586,145.06213200000002,2 / 3 IRAMOO STREET,BALWYN,3103,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.062132 -37.801586),Boroondara  - Kew
32281335,KAKIZAKI KITCHEN PTY LTD,KAKIZAKI SUSHI BAR,On-Premises Licence,Ordinary trading hours,Trading to 11PM,SOUTH YARRA,-37.847819,145.002428,479 MALVERN ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.002428 -37.847819),Stonnington - Prahran
32281482,DABOUSH ADI,TAVLIN,On-Premises Licence,Ordinary trading hours,Trading to 11PM,SOUTH CAULFIELD,-37.8866042,145.0182887,678 GLENHUNLTLY ROAD,SOUTH CAULFIELD,3162,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.0182887 -37.8866042),Glen Eira - Caulfield
32281563,FUPENG (AUST) PTY LTD,HARMONY BBQ AND SEAFORD CHINESE RESTAURANT,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MALVERN,-37.86377075,145.02832769999998,40-42 GLENFERRIE ROAD,MALVERN,3144,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.0283277 -37.86377075),Stonnington - Malvern
32276063,HYAKUMI PTY LTD,HYAKUMI JAPANESE RESTAURANT,On-Premises Licence,Ordinary trading hours,Trading to 11PM,NIDDRIE,-37.736959000000006,144.891959,330 KEILOR ROAD,NIDDRIE,3042,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.891959 -37.736959),Moonee Valley - West
32276110,NATURAL BEAUTY TRADING PTY LTD,DONOGHUE'S,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.8138262,144.9561532,"SHOP A, GROUND FLOOR 550 LONSDALE STREET",MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9561532 -37.8138262),Melbourne - Inner
32276225,YOSHI PTY LTD,MAMBO STEAK AND SEAFOOD,On-Premises Licence,Ordinary trading hours,Trading to 11PM,FRANKSTON,-38.143330999999996,145.121952,SHOP U002 FRANKSTON ENTERTAINMENT CENTRE WELLS STREET,FRANKSTON,3199,FRANKSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.121952 -38.143331),Frankston - West
32276283,KIM'S KITCHEN AUSTRALIA PTY LTD,KIM'S KITCHEN AUSTRALIA,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.81254115,144.9605975,SHOP 3 398 LONSDALE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9605975 -37.81254115),Melbourne - Inner
32276380,FLINT SPENCER,OLIVE BRANCH CAFE,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,SUNBURY,-37.606675,144.768894,P O BOX 888,SUNBURY,3429,HUME CITY COUNCIL,Metro North,Metro,N,POINT (144.768894 -37.606675),Hume - Sunbury
32276699,EVERCARE INVESTMENTS PTY LTD,SEBASTIAN'S FOOD & WINE,On-Premises Licence,Ordinary trading hours,Trading to 11PM,HAMPTON,-37.93673231,145.00264919999998,303 HAMPTON STREET,HAMPTON,3188,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.0026492 -37.93673231),Bayside  - South
32276869,CAPSLOCK (VIC) PTY LTD,REDLOVE BREWHOUSE & KITCHEN,Late night (on-premises) Licence,Trading to 3am,Trading to 3AM,MELBOURNE,-37.809028999999995,144.963287,FIRST FLOOR 401 SWANSTON STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.963287 -37.809029),Port Phillip - West
32276877,S.S.K. PTY LTD,AJANTHA INDIAN RESTAURANT,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MILL PARK,-37.65593415,145.07928090000001,6 GUNNII NOOK,MILL PARK,3082,WHITTLESEA CITY COUNCIL,Metro North,Metro,N,POINT (145.0792809 -37.65593415),Whittlesea  - South-East
32276924,DONNE IN CUCINA PTY LTD,I CARUSI 11,On-Premises Licence,Ordinary trading hours,Trading to 11PM,ST KILDA,-37.87065605,144.9803547,231 BARKLY STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9803547 -37.87065605),Port Phillip - St Kilda
32276940,LAM & CO PTY LTD,SEARED STEAK AND SEAFORD,Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,MARIBYRNONG,-37.774626,144.891256,SHOP 1140 HIGHPOINT SHOPPING CENTRE 120-200 ROSAMOND ROAD,MARIBYRNONG,3032,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.891256 -37.774626),Maribyrnong
32277001,CAFECCO PTY LTD,CAFE ECCO,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,EAST MELBOURNE,-37.808437,144.973389,PART OF GROUND FLOOR 8 NICHOLSON STREET,EAST MELBOURNE,3002,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.973389 -37.808437),Port Phillip - West
32277271,XING LAI PTY LTD,TA-TA HOUSE,Restaurant and cafe Licence,Trading to 2am,Trading to 2AM,MELBOURNE,-37.81225235,144.9675645,179 RUSSELL STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9675645 -37.81225235),Melbourne - Inner
32277297,FILETTO NOMINEES PTY LTD,ZIA TERESA RESTAURANT,Restaurant and cafe Licence,Trading to 12 midnight,Trading to Midnight,BRUNSWICK EAST,-37.77606654,144.97126530000003,88-90 LYGON STREET,BRUNSWICK EAST,3057,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.9712653 -37.77606654),Moreland - Brunswick
32277302,TIAN HAO YUN PTY LTD,BREAD & JAM FOR FRANCES,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,HAWTHORN,-37.819703000000004,145.035666,47 HATFIELD STREET,BALWYN NORTH,3104,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.035666 -37.819703),Boroondara  - Hawthorn
32277378,SEETA INVESTMENTS PTY LTD,SEETA INVESTMENTS PTY LTD,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.816527,144.956182,35 THE ESPLANADE,TAYLORS HILL,3037,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.956182 -37.816527),Melbourne - Inner
32277386,TONY'S PUB PTY LTD,THE ACORN PUB & RESTAURANT,On-Premises Licence,Trading to 1am,Trading to 1AM,THE BASIN,-37.856953000000004,145.314371,375 FOREST ROAD,THE BASIN,3154,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.314371 -37.856953),Knox - North-East
32277679,EXITO GROUP PTY LTD,PEPPER,On-Premises Licence,Ordinary trading hours,Trading to 11PM,FLEMINGTON,-37.78706208,144.9293817,44 PIN OAK CRESCENT,FLEMINGTON,3031,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.9293817 -37.78706208),Moonee Valley - Essendon
32273918,THE ELWOOD LOUNGE PTY LTD,MOTHERSMILK BRIGHTON,On-Premises Licence,Trading to 1am,Trading to 1AM,BRIGHTON,-37.90525981,145.00185369999997,287 BAY STREET,BRIGHTON,3186,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.0018537 -37.90525981),Bayside  - Brighton
32274118,URROS PTY LTD,THE SCENTED GARDEN CAFE,On-Premises Licence,Ordinary trading hours,Trading to 11PM,CROYDON,-37.783202,145.269298,40 ANDREA COURT,HEALESVILLE,3777,MAROONDAH CITY COUNCIL,Metro East,Metro,N,POINT (145.269298 -37.783202),Maroondah - Croydon
32274265,MELBOURNE CRUISING RESTAURANTS PTY LTD,FLORENCE ON THE YARRA,On-Premises Licence,Trading to 1am,Trading to 1AM,SOUTHBANK,-37.821047,144.962894,"VAULT 11, BANANA ALLEY FLINDERS STREET",MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.962894 -37.821047),Melbourne - Southbank - Docklands
32274304,PERFRESH PTY LTD,KIN VIETNAMESE RESTAURANT,On-Premises Licence,Ordinary trading hours,Trading to 11PM,PRAHRAN,-37.85041324,144.9933709,SHOP 1 233 CHAPEL STREET,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.9933709 -37.85041324),Stonnington - Prahran
32274401,A GIRL CALLED JAYNE PTY LTD,A GIRL CALLED JAYNE,Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,ELWOOD,-37.88241,144.98308500000002,11 SOVEREIGN WAY,AVONDALE HEIGHTS,3034,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.983085 -37.88241),Port Phillip - St Kilda
32274451,NIDAL VENTURES PTY LTD,MAWAL,Restaurant and cafe Licence,Trading to 3am,Trading to 3AM,CARLTON,-37.80358209,144.96669640000002,152 LYGON STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9666964 -37.80358209),Port Phillip - West
32274566,EDLATO PTY LTD,KRUA THAI 2,On-Premises Licence,Ordinary trading hours,Trading to 11PM,RICHMOND,-37.81752975,144.9913167,37 BRIDGE ROAD,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.9913167 -37.81752975),Yarra - Richmond
32274582,HOULIE DOULIE PTY LTD,BOPHA DEVI DOCKLANDS,Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,DOCKLANDS,-37.814507,144.941036,27 RAKAIA WAY,DOCKLANDS,3008,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.941036 -37.814507),Melbourne - Southbank - Docklands
32274728,YUGOSLAV-AUSTRALIAN CULTURAL YOUTH FOLK ANSAMBLE VOJVODINA INC,YUGOSLAV-AUSTRALIAN CULTURAL YOUTH FOLK ANSAMBLE V,On-Premises Licence,Trading to 1am,Trading to 1AM,ALBION,-37.771384000000005,144.80951399999998,P O BOX 310,ST ALBANS,3021,BRIMBANK CITY COUNCIL,Metro West,Metro,N,POINT (144.809514 -37.771384),Brimbank - Sunshine
32274956,ELHAGE HICHAM,CAFE GRAND FORNO,Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,ASHBURTON,-37.865109000000004,145.093202,523-525 WARRIGAL ROAD,ASHBURTON,3147,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.093202 -37.865109),Monash - Waverley West
32274998,RISHAM GROUP PTY LTD,AGRABA MEZZA PIZZA BAR,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,NORTH MELBOURNE,-37.803613,144.949261,63 ERROL STREET,NORTH MELBOURNE,3051,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.949261 -37.803613),Port Phillip - West
32275009,68 CECIL STREET PTY LTD,KITTENS,Late night (on-premises) Licence,Trading to 3am,Trading to 3AM,SOUTH MELBOURNE,-37.83011019,144.95614019999996,GROUND FLOOR & FIRST FLOOR 68 CECIL STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9561402 -37.83011019),Port Phillip - West
32275017,CYCLO PHO PTY LTD,CYCLO PHO,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.81563014,144.9627305,2 JANCANA COURT,CHADSTONE,3148,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9627305 -37.81563014),Melbourne - Inner
32275033,THE RED ENGINE GROUP PTY LTD,THE RED ENGINE GROUP,Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,YARRAVILLE,-37.81609,144.890879,12 BALLARAT STREET,YARRAVILLE,3013,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.890879 -37.81609),Maribyrnong
32275067,KIM BONG-GI,KINKAKU JAPANESE CAFE RESTAURANT,On-Premises Licence,Ordinary trading hours,Trading to 11PM,ORMOND,-37.904612,145.043236,628 NORTH ROAD,ORMOND,3204,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.043236 -37.904612),Glen Eira - South
32275318,GURUOM PTY LTD,TANTRA INDIAN RESTAURANT,On-Premises Licence,Ordinary trading hours,Trading to 11PM,DONCASTER EAST,-37.782481,145.163644,SHOP 7/256 BLACKBURN ROAD,DONCASTER EAST,3109,MANNINGHAM CITY COUNCIL,Metro East,Metro,N,POINT (145.163644 -37.782481),Manningham - West
32275499,CITY OF WHITTLESEA,GROWLING FROG RESTAURANT,On-Premises Licence,Trading to 1am,Trading to 1AM,YAN YEAN,-37.555415999999994,145.086754,35 FERRES BOULEVARD,SOUTH MORANG,3752,WHITTLESEA CITY COUNCIL,Metro North,Metro,N,POINT (145.086754 -37.555416),Whittlesea - North
32275889,ELPIET INVESTMENTS  PTY LTD,CUCINETTA,Restaurant and cafe Licence,Trading to 1am,Trading to 1AM,SOUTH YARRA,-37.838306,144.99012,4/3-5 MURPHY STREET,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.99012 -37.838306),Stonnington - Prahran
32275928,RV CATERING PTY LTD,LABAIA BAR CUCINA,Restaurant and cafe Licence,Trading to 12 midnight,Trading to Midnight,ALBERT PARK,-37.84870129,144.9511075,123 BEACONSFIELD PARADE,ALBERT PARK,3206,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9511075 -37.84870129),Port Phillip - West
32270148,HIGUCHI KENJI,GYPSY & PIG RESTAURANT,Restaurant and cafe Licence,Ordinary trading hours,Trading to 11PM,MELBOURNE,-37.81186188,144.96032399999999,21/667 GLENHUNTLY ROAD,CAULFIELD,3162,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.960324 -37.81186188),Melbourne - Inner
32270237,ELUKA PTY LTD,FERGUSON STREET PROVISIONS,On-Premises Licence,Ordinary trading hours,Trading to 11PM,WILLIAMSTOWN,-37.85878094,144.8986136,58 MCMURRAY CRESCENT,HOPPERS CROSSING,3029,HOBSONS BAY CITY COUNCIL,Metro West,Metro,N,POINT (144.8986136 -37.85878094),Hobsons Bay - Williamstown
32270318,MACELLERIA VICTORIA PTY LTD,MACELLERIA VICTORIA,On-Premises Licence,Ordinary trading hours,Trading to 11PM,RICHMOND,-37.82505017,144.99372419999997,47 ILLAWARRA ROAD,HAWTHORN,3122,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.9937242 -37.82505017),Yarra - Richmond
32270449,SCAMPI HOLDINGS PTY LTD,SCAMPI HOLDINGS PTY LTD,Restaurant and cafe Licence,Trading to 12 midnight,Trading to Midnight,SURREY HILLS,-37.82617,145.100823,665-675 CANTERBURY ROAD,SURREY HILLS,3127,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.100823 -37.82617),Whitehorse - Box Hill
32270601,YONZON CHANDRA BAHADUR,GURKHAS BRUNSWICK,On-Premises Licence,Ordinary trading hours,Trading to 11PM,BRUNSWICK,-37.768302,144.96213400000002,414 SYDNEY ROAD,BRUNSWICK,3056,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.962134 -37.768302),Moreland - Brunswick
32270619,ALMOND INDOOR SPORTS PTY LTD,HOPPERS INDOOR SPORTZ,On-Premises Licence,Ordinary trading hours,Trading to 11PM,HOPPERS CROSSING,-37.87185418,144.7286806,UNITS 13-16 55 GRAHAM COURT,HOPPERS CROSSING,3029,WYNDHAM CITY COUNCIL,Metro West,Metro,N,POINT (144.7286806 -37.87185418),Wyndham - North
